MIN=0,0,0,0,0,0,0,0,0,0,0,0,0
MAX=5,100,63,63,63,63,40,63,40,40,63,10000,63
SCALE=1,50,10,10,10,10,10,10,10,10,10,5000,10
DEC=0,0,0,0,0,0,0,0,0,0,0,0,0
"DEF=""Energy"" E / s",Zählrate N_1,Zählrate N_4,Zählrate N_2,Zählrate N_5,Zählrate N_3,Zählrate N_6,Zählrate N_4,Zählrate N_7,Zählrate N_5,Zählrate N_8,Zählrate N_1,Zählrate N_2
236,25,11,13,5,23,5,8,7,2,6,1379,9
237,25,10,16,9,22,5,9,4,8,6,1398,13
238,21,6,15,6,30,6,8,9,6,8,1382,11
239,20,9,17,11,23,3,9,4,6,5,1305,14
240,21,4,20,8,29,0,12,4,3,5,1377,15
241,19,5,18,6,27,4,12,7,5,2,1355,13
242,16,5,18,5,27,2,9,5,9,5,1424,14
243,24,6,14,8,26,6,10,1,5,4,1323,10
244,19,12,18,2,18,8,7,4,1,3,1404,11
245,18,9,21,9,24,4,8,7,6,6,1442,11
246,16,8,23,5,30,5,9,5,5,5,1435,11
247,30,5,19,4,17,7,5,6,6,4,1420,12
248,17,14,23,6,22,4,9,5,5,4,1402,15
249,15,4,20,4,19,4,6,5,7,5,1429,11
250,17,8,22,9,16,4,10,6,5,3,1485,9
251,15,11,22,8,22,4,9,4,7,12,1398,14
252,17,10,16,3,22,6,7,4,10,8,1381,17
253,23,8,19,10,16,6,3,4,3,3,1391,12
254,20,13,14,5,20,5,11,6,5,5,1391,13
255,22,5,27,4,17,4,6,4,5,4,1393,14
256,16,11,20,9,15,7,4,3,5,8,1453,5
257,10,9,21,6,17,0,6,2,4,6,1392,6
258,16,8,27,5,20,7,2,4,4,7,1404,9
259,19,8,19,4,21,2,4,5,4,8,1421,2
260,13,11,23,4,18,3,6,0,5,7,1464,11
261,12,6,17,5,18,8,3,5,1,0,1357,9
262,21,7,20,5,15,5,6,3,6,8,1430,7
263,17,10,29,7,10,3,7,2,9,3,1438,9
264,15,5,20,12,13,3,4,5,3,5,1374,10
265,21,10,23,3,7,11,6,5,1,6,1484,8
266,20,9,23,7,15,6,4,4,4,8,1391,10
267,15,6,22,8,9,8,8,1,5,4,1409,15
268,19,11,25,2,7,4,6,4,5,3,1368,10
269,22,12,25,6,2,1,6,3,5,8,1422,10
270,22,8,20,6,11,8,6,5,8,6,1454,8
271,17,8,26,5,11,6,2,1,5,3,1475,11
272,14,9,23,7,9,2,5,3,5,5,1514,8
273,17,4,32,4,5,2,4,5,2,1,1470,11
274,19,10,26,4,4,5,3,2,2,6,1406,11
275,13,6,18,6,6,3,3,4,3,2,1420,6
276,17,7,20,1,5,5,7,5,0,2,1500,18
277,19,3,28,6,6,4,4,5,4,9,1448,17
278,19,8,14,2,5,5,10,5,3,3,1438,15
279,13,6,25,3,8,7,5,5,5,7,1471,17
280,19,6,17,2,8,8,6,4,7,8,1546,11
281,28,6,18,5,8,2,1,2,3,5,1502,9
282,17,6,18,4,6,5,8,5,5,6,1373,8
283,12,3,19,7,4,4,9,4,3,6,1394,15
284,10,7,19,3,6,4,2,2,3,7,1481,12
285,19,11,22,7,4,4,2,6,5,3,1404,12
286,29,7,11,5,7,7,3,6,10,5,1454,15
287,19,6,14,5,5,4,6,5,1,4,1391,15
288,16,7,14,5,5,5,3,2,1,3,1421,15
289,13,6,23,8,6,4,3,7,6,1,1461,10
290,18,6,21,3,8,2,9,5,3,4,1387,14
291,14,10,20,5,5,6,4,5,2,1,1383,11
292,19,8,8,5,6,3,6,5,3,5,1294,11
293,20,9,13,4,5,2,2,4,3,3,1416,13
294,20,10,17,2,4,5,4,4,1,5,1331,9
295,18,5,10,5,4,4,2,2,2,3,1332,10
296,21,5,4,5,6,4,4,2,0,4,1328,7
297,21,4,16,2,7,2,6,3,5,9,1247,8
298,16,7,11,3,5,5,5,2,2,5,1255,6
299,15,7,6,3,3,5,5,5,2,2,1246,16
300,18,5,7,4,6,2,2,3,4,4,1157,7
301,13,8,9,3,5,8,1,3,2,1,1129,6
302,16,5,13,5,6,5,5,6,4,6,1169,12
303,13,4,15,5,8,5,7,3,3,2,1105,10
304,13,7,16,3,8,4,6,3,5,2,1074,13
305,18,12,14,3,6,3,6,10,4,4,1082,9
306,15,3,11,6,2,7,3,9,4,3,1006,7
307,15,4,19,3,5,3,4,4,1,1,999,5
308,20,4,10,4,8,6,2,9,3,4,919,9
309,12,5,9,1,10,2,4,7,1,4,929,6
310,22,9,11,6,7,7,2,7,6,8,899,14
311,12,7,6,3,8,5,4,6,3,7,921,9
312,17,7,3,6,8,6,4,4,3,3,807,7
313,16,3,11,6,4,6,2,5,3,7,868,8
314,29,8,4,3,6,4,9,5,5,5,786,7
315,18,7,2,3,8,3,6,6,6,4,740,9
316,16,2,11,3,4,5,3,2,1,0,748,4
317,13,5,10,2,8,6,3,4,4,6,812,9
318,16,6,8,6,6,4,2,3,6,3,739,6
319,18,3,7,9,3,8,4,5,1,10,772,7
320,22,8,10,5,1,8,6,6,0,6,713,4
321,20,4,4,2,7,4,3,7,9,2,703,11
322,24,8,17,8,8,4,4,9,3,3,679,5
323,22,7,7,5,7,3,3,5,3,3,727,10
324,32,10,7,3,2,2,1,2,9,4,657,8
325,26,4,6,6,6,3,8,5,2,4,683,10
326,18,3,4,1,7,6,9,10,3,3,644,8
327,20,6,10,4,7,4,2,5,3,1,614,9
328,25,5,7,2,4,5,1,2,2,4,638,4
329,20,2,3,11,2,6,5,5,3,0,618,11
330,26,3,11,3,6,3,9,1,3,2,539,11
331,26,5,9,6,8,4,3,5,2,2,582,9
332,35,8,7,4,5,8,5,5,2,3,612,5
333,32,3,7,9,9,3,7,2,2,5,563,4
334,29,6,6,4,7,5,3,3,4,6,565,9
335,35,3,8,4,5,5,6,0,7,2,574,5
336,32,2,5,7,9,2,9,0,6,4,589,11
337,34,2,8,4,3,3,4,5,4,2,551,14
338,19,10,6,3,5,3,4,2,4,6,535,14
339,31,4,5,3,8,5,3,4,5,4,578,6
340,31,2,6,4,2,3,5,6,1,1,531,0
341,36,6,4,7,4,4,4,4,4,3,547,10
342,33,4,9,6,2,4,7,3,2,4,542,10
343,34,6,5,8,4,6,5,3,2,2,540,4
344,30,7,1,9,4,4,2,1,5,3,510,8
345,33,6,4,6,4,3,5,1,4,1,589,5
346,27,9,7,6,0,4,1,2,3,5,548,13
347,28,7,6,6,7,4,7,9,2,4,494,5
348,30,7,4,2,2,2,3,5,3,3,557,9
349,27,7,4,6,1,2,3,1,7,1,537,7
350,32,7,4,3,0,3,1,7,1,4,522,5
351,36,6,6,7,5,7,5,2,5,3,555,9
352,34,8,3,5,3,2,4,1,2,5,545,6
353,30,5,4,5,2,5,2,5,4,1,507,8
354,26,0,3,4,5,3,2,5,4,6,503,9
355,30,3,5,5,7,6,1,4,0,3,513,6
356,26,3,5,4,4,6,0,5,2,0,502,14
357,26,3,4,2,3,4,0,5,2,4,471,13
358,43,6,3,4,4,1,2,1,0,7,494,9
359,35,6,5,3,3,2,6,2,5,2,487,8
360,27,5,3,3,2,3,2,0,6,5,520,10
361,32,6,5,7,5,3,4,4,3,1,486,12
362,34,5,2,6,2,3,4,3,5,4,504,5
363,39,7,6,3,1,4,4,1,1,1,444,11
364,40,7,6,2,2,9,0,5,1,1,508,3
365,36,2,2,4,2,5,3,2,2,2,545,8
366,34,5,3,3,1,1,1,2,1,2,501,8
367,24,3,4,6,5,7,0,2,3,3,552,7
368,32,5,3,3,3,4,5,3,5,1,457,7
369,26,3,10,5,2,5,3,5,6,3,517,14
370,34,2,3,1,1,3,2,1,2,1,514,7
371,24,7,2,5,6,2,8,2,6,4,484,10
372,36,7,4,0,4,2,1,3,3,3,499,13
373,37,3,4,4,4,4,2,4,2,2,524,11
374,27,4,2,6,5,2,3,4,2,3,507,11
375,27,4,3,6,3,0,1,1,2,1,454,6
376,27,9,7,5,3,3,4,2,2,3,490,10
377,30,8,3,4,5,1,3,0,3,4,502,4
378,27,4,7,3,2,1,1,1,4,3,468,11
379,28,7,2,8,5,1,7,4,1,3,469,15
380,19,6,2,6,4,3,5,3,4,2,451,13
381,30,3,2,2,4,4,2,3,4,7,501,7
382,30,8,2,4,2,4,4,2,1,2,489,8
383,29,7,3,3,6,5,2,4,3,2,509,12
384,28,7,6,2,4,4,3,7,2,7,505,6
385,26,8,2,3,2,6,3,3,3,3,511,16
386,18,8,2,5,2,4,6,3,3,5,504,4
387,23,9,4,4,3,2,4,6,2,5,543,6
388,35,4,4,3,4,1,3,3,2,4,553,16
389,16,11,6,1,4,3,1,0,4,2,534,6
390,27,9,3,3,4,4,4,2,0,2,587,5
391,19,2,3,3,1,4,3,3,2,3,600,12
392,26,6,3,5,1,1,3,1,3,3,584,11
393,16,10,2,5,2,0,0,2,0,6,665,7
394,26,8,4,1,0,6,2,2,0,2,632,7
395,20,8,2,7,4,1,1,4,4,2,675,13
396,16,9,2,1,2,2,2,2,6,3,739,13
397,19,3,4,8,3,1,3,5,1,0,843,14
398,22,4,2,4,4,3,3,1,4,3,892,8
399,21,3,2,0,2,2,3,5,4,5,950,4
400,15,7,3,2,4,5,3,5,1,4,1100,12
401,14,8,5,4,1,1,3,5,4,2,1234,11
402,12,5,5,3,2,3,2,2,5,0,1373,15
403,15,12,4,3,2,2,5,1,1,2,1536,17
404,21,5,3,1,1,2,2,0,1,1,1742,11
405,19,13,0,3,2,3,3,3,0,4,1900,8
406,17,6,3,0,1,1,1,3,4,4,2130,15
407,15,7,2,3,1,2,3,1,2,8,2317,13
408,12,12,4,2,3,1,1,2,6,1,2745,13
409,15,4,0,2,5,2,4,5,1,0,3028,7
410,14,10,3,2,0,4,1,4,2,1,3204,18
411,14,11,2,5,4,3,2,2,0,1,3655,13
412,13,9,3,2,4,2,1,2,2,4,3860,16
413,19,11,0,4,4,2,4,2,2,1,4298,14
414,16,9,4,1,6,2,3,3,5,1,4751,20
415,15,10,5,4,1,6,0,2,1,4,5100,17
416,17,3,3,8,3,4,6,1,3,1,5556,15
417,28,6,1,4,7,2,1,4,1,7,5977,21
418,24,5,0,2,2,4,4,1,3,1,6139,20
419,22,6,3,2,2,3,2,3,2,2,6447,21
420,19,12,1,4,3,2,1,1,7,2,6752,17
421,16,4,3,3,3,4,3,2,7,0,7139,20
422,15,7,6,0,2,3,2,5,3,2,7410,30
423,18,7,4,3,2,3,2,2,2,3,7666,16
424,16,4,1,2,1,1,5,3,4,0,7776,25
425,14,5,2,4,1,2,3,6,5,4,8122,19
426,15,9,0,3,3,4,4,3,2,2,8103,21
427,18,7,3,1,1,1,5,6,0,1,8077,19
428,8,6,2,7,3,0,1,3,1,1,7817,19
429,14,6,0,1,1,2,6,6,6,2,8091,19
430,9,9,5,1,1,2,5,2,4,1,8084,13
431,13,9,0,4,2,3,2,4,2,3,7652,11
432,10,3,5,4,4,2,4,1,1,2,7402,12
433,11,5,3,1,2,2,2,2,2,2,7181,11
434,12,4,4,2,0,3,3,3,1,2,6852,6
435,10,3,3,2,1,3,2,1,7,1,6474,13
436,6,3,5,2,1,0,2,3,1,2,6207,4
437,4,6,3,2,1,2,3,2,0,2,5757,9
438,8,3,4,2,4,2,1,1,2,2,5487,11
439,8,3,2,0,1,4,2,4,2,2,5210,9
440,7,2,1,3,2,2,1,0,1,1,4636,4
441,7,1,2,2,1,2,1,1,2,2,4316,6
442,4,6,3,4,1,0,1,3,1,2,3837,6
443,5,3,1,2,1,5,2,0,1,1,3359,4
444,3,1,2,3,0,0,3,3,4,3,3062,5
445,4,0,2,5,1,3,0,0,1,2,2814,4
446,3,3,4,3,2,0,3,1,4,2,2521,1
447,3,3,2,2,2,0,2,4,0,3,2086,4
448,3,1,1,1,2,2,2,5,1,1,1907,4
449,3,0,1,2,2,4,3,1,3,2,1637,3
450,0,3,2,3,3,0,1,1,3,2,1278,2
451,7,1,2,4,4,1,6,2,0,1,1130,2
452,3,1,2,2,2,1,1,2,2,1,950,3
453,3,2,5,2,2,2,2,2,2,1,798,2
454,0,3,1,0,3,1,3,2,4,1,679,3
455,1,1,4,3,1,0,3,3,0,0,555,1
456,0,4,0,0,3,2,4,4,1,0,504,4
457,2,3,0,1,1,0,3,0,2,1,392,1
458,1,3,3,0,2,1,2,1,1,4,312,4
459,3,2,3,1,3,1,1,3,3,2,255,0
460,2,0,2,5,0,2,1,1,1,0,198,0
461,6,2,0,1,5,1,1,2,0,1,164,4
462,2,4,0,3,1,3,1,3,2,0,121,0
463,2,1,1,2,1,2,0,1,2,3,80,3
464,5,3,0,0,2,1,2,6,2,3,83,0
465,2,3,0,3,2,2,0,2,1,2,61,4
466,3,3,1,2,1,3,2,4,4,3,52,0
467,2,1,1,1,0,1,1,3,3,2,44,3
468,3,0,5,1,1,2,1,0,3,0,35,3
469,1,2,1,4,1,1,4,1,3,2,32,2
470,3,1,1,2,4,0,1,1,5,1,23,0
471,2,3,1,3,2,1,2,1,1,0,22,3
472,4,1,1,1,3,2,0,1,0,3,20,1
473,2,3,3,1,0,3,2,1,0,4,16,2
474,2,1,2,1,0,1,0,3,2,1,17,0
475,3,0,2,2,4,2,2,2,3,3,10,3
476,2,2,1,0,1,4,1,0,2,1,5,1
477,0,3,0,0,1,1,5,2,1,0,10,3
478,1,3,2,7,0,2,1,4,3,3,4,1
479,0,3,1,2,0,3,0,0,1,2,7,2
480,4,0,2,0,3,2,2,2,2,1,10,1
481,4,1,3,1,4,1,1,0,0,1,7,2
482,1,0,3,1,1,1,2,1,2,0,5,0
483,0,1,0,1,5,3,2,1,3,4,8,3
484,2,2,1,2,2,5,3,0,3,0,14,1
485,4,0,4,4,1,2,0,2,2,1,13,3
486,3,2,3,4,2,1,2,3,0,1,13,3
487,1,1,2,3,1,2,0,1,4,3,6,2
488,1,2,1,4,2,2,3,1,2,1,11,2
489,3,0,2,2,0,4,0,1,1,4,8,4
490,0,1,2,1,1,1,1,1,3,1,8,4
491,1,1,3,5,2,1,1,4,0,0,10,1
492,5,3,3,0,0,5,1,1,1,0,7,1
493,2,0,4,2,2,1,2,2,3,2,4,0
494,1,0,2,1,1,1,4,3,0,0,10,0
495,4,3,4,3,1,3,1,2,3,0,12,2
496,0,1,4,0,1,1,4,1,2,2,12,2
