NAN	465	583	31	19	20	18	20	21	NAN	
NAN	468	587	44	20	22	18	20	17	NAN	
NAN	491	612	36	21	18	17	15	16	NAN	
NAN	472	620	41	15	15	10	14	22	NAN	
NAN	480	595	51	22	19	14	15	17	NAN	
NAN	462	616	42	21	14	14	17	17	NAN	
NAN	438	636	40	14	15	7	15	13	NAN	
NAN	450	572	37	22	18	13	19	13	NAN	
NAN	505	625	47	18	22	16	17	15	NAN	
NAN	463	622	35	17	14	15	17	18	NAN	
NAN	465	598	46	20	21	15	14	17	NAN	
NAN	477	654	44	16	23	12	13	16	NAN	
NAN	469	640	36	20	14	18	14	15	NAN	
NAN	494	622	35	16	15	17	9	20	NAN	
NAN	507	659	49	17	17	13	9	14	NAN	
NAN	488	656	26	14	10	9	13	15	NAN	
NAN	465	685	39	20	15	10	11	19	NAN	
NAN	493	683	28	16	14	7	11	16	NAN	
NAN	527	710	52	19	16	19	17	14	NAN	
NAN	528	728	45	12	13	14	13	24	NAN	
NAN	559	719	55	16	15	15	15	14	NAN	
NAN	533	766	32	14	10	18	5	13	NAN	
NAN	532	718	34	9	11	12	13	16	NAN	
NAN	593	803	33	15	20	9	12	16	NAN	
NAN	582	793	46	16	8	8	13	16	NAN	
NAN	588	818	48	13	15	8	13	13	NAN	
NAN	650	789	42	22	18	10	23	15	NAN	
NAN	565	803	47	16	11	14	11	15	NAN	
NAN	602	760	46	15	14	10	14	13	NAN	
NAN	580	763	51	22	13	11	13	13	NAN	
NAN	583	789	37	13	11	9	14	18	NAN	
NAN	569	822	41	10	12	11	10	13	NAN	
NAN	569	778	43	18	13	12	14	15	NAN	
NAN	592	773	40	18	13	11	9	17	NAN	
NAN	567	793	35	16	8	16	10	15	NAN	
NAN	613	780	37	13	16	11	13	13	NAN	
NAN	546	772	30	11	10	11	11	16	NAN	
NAN	558	762	25	11	14	14	16	19	NAN	
NAN	565	750	32	12	12	14	14	12	NAN	
NAN	523	751	31	12	12	9	10	17	NAN	
NAN	557	754	20	21	21	8	13	14	NAN	
NAN	530	742	24	14	8	9	11	12	NAN	
NAN	544	717	10	17	11	14	16	16	NAN	
NAN	557	749	20	13	10	13	9	14	NAN	
NAN	543	689	21	11	8	14	12	15	NAN	
NAN	500	774	20	18	9	12	8	15	NAN	
NAN	552	715	18	6	8	22	9	17	NAN	
NAN	506	695	18	15	11	11	10	16	NAN	
NAN	534	722	26	13	8	7	17	13	NAN	
NAN	518	685	12	15	11	14	13	11	NAN	
NAN	523	695	25	18	15	12	7	15	NAN	
NAN	510	688	19	12	14	13	12	12	NAN	
NAN	507	667	20	8	11	13	10	10	NAN	
NAN	491	697	18	15	13	11	13	13	NAN	
NAN	503	690	18	11	9	15	11	11	NAN	
NAN	504	691	14	17	13	10	11	11	NAN	
NAN	539	715	23	9	12	13	15	6	NAN	
NAN	505	678	14	6	6	15	8	8	NAN	
NAN	508	696	19	13	12	10	15	14	NAN	
NAN	508	711	14	7	10	11	19	9	NAN	
NAN	519	752	19	14	12	13	16	6	NAN	
NAN	487	653	17	18	11	14	10	10	NAN	
NAN	520	657	15	13	10	10	13	8	NAN	
NAN	497	633	17	2	16	10	9	9	NAN	
NAN	489	661	10	10	8	17	11	12	NAN	
NAN	507	673	15	8	13	16	10	12	NAN	
NAN	512	693	8	11	6	11	11	15	NAN	
NAN	497	711	10	13	10	15	7	6	NAN	
NAN	483	646	12	8	8	8	14	10	NAN	
NAN	505	642	14	16	11	12	9	6	NAN	
NAN	471	654	12	10	8	14	11	7	NAN	
NAN	510	571	11	6	12	5	14	13	NAN	
NAN	491	663	10	4	11	5	7	12	NAN	
NAN	502	650	22	12	3	9	11	8	NAN	
NAN	508	634	9	8	11	10	8	12	NAN	
NAN	510	639	11	11	15	11	10	10	NAN	
NAN	509	670	10	4	10	12	13	8	NAN	
NAN	468	637	14	9	14	10	11	8	NAN	
NAN	477	658	13	10	13	10	10	4	NAN	
NAN	502	638	13	17	12	9	4	4	NAN	
NAN	517	672	9	9	7	6	5	4	NAN	
NAN	472	632	14	7	9	11	8	7	NAN	
NAN	498	683	12	9	9	13	8	7	NAN	
NAN	522	641	7	6	16	9	14	4	NAN	
NAN	482	628	12	12	6	3	9	10	NAN	
NAN	469	629	12	7	9	5	7	11	NAN	
NAN	487	618	11	8	7	10	16	11	NAN	
NAN	473	601	13	9	13	12	5	8	NAN	
NAN	491	653	7	6	5	10	3	7	NAN	
NAN	459	622	13	10	10	7	13	6	NAN	
NAN	513	687	14	6	11	10	10	5	NAN	
NAN	501	656	15	5	8	6	11	10	NAN	
NAN	478	643	9	7	9	9	12	9	NAN	
NAN	490	649	12	17	12	10	9	8	NAN	
NAN	486	587	14	7	10	10	5	6	NAN	
NAN	477	622	8	11	14	9	8	5	NAN	
NAN	503	634	11	11	15	3	11	5	NAN	
NAN	471	616	9	12	3	6	3	5	NAN	
NAN	476	651	13	8	4	8	4	7	NAN	
NAN	543	653	14	4	7	11	2	10	NAN	
NAN	479	652	9	7	15	8	4	5	NAN	
NAN	492	648	16	6	7	12	5	8	NAN	
NAN	478	622	13	6	6	11	8	7	NAN	
NAN	455	623	7	10	5	2	6	7	NAN	
NAN	511	689	7	13	8	6	6	6	NAN	
NAN	474	641	12	10	12	4	13	15	NAN	
NAN	553	655	8	10	10	8	6	9	NAN	
NAN	444	674	7	4	7	7	6	7	NAN	
NAN	488	668	8	6	7	9	6	7	NAN	
NAN	520	627	19	6	9	3	4	6	NAN	
NAN	489	645	7	16	5	6	5	3	NAN	
NAN	474	669	13	9	8	9	7	4	NAN	
NAN	465	643	12	8	9	8	11	11	NAN	
NAN	504	660	12	12	7	5	4	6	NAN	
NAN	459	666	8	12	4	8	2	11	NAN	
NAN	494	686	8	12	7	3	2	5	NAN	
NAN	490	640	12	6	9	11	7	7	NAN	
NAN	460	649	10	11	4	9	4	3	NAN	
NAN	491	717	8	8	7	7	6	5	NAN	
NAN	454	662	10	7	5	12	4	3	NAN	
NAN	509	664	7	5	11	8	7	7	NAN	
NAN	489	628	11	10	11	9	4	5	NAN	
NAN	472	656	7	14	8	7	6	2	NAN	
NAN	480	645	10	13	6	5	9	4	NAN	
NAN	499	608	7	9	7	12	4	9	NAN	
NAN	500	735	10	9	10	8	3	4	NAN	
NAN	493	638	10	12	11	5	5	5	NAN	
NAN	458	641	13	4	6	11	8	3	NAN	
NAN	485	651	9	11	6	6	5	10	NAN	
NAN	480	654	10	7	10	4	5	5	NAN	
NAN	530	670	3	9	5	5	4	4	NAN	
NAN	467	609	10	4	4	8	7	3	NAN	
NAN	456	657	10	6	6	7	3	2	NAN	
NAN	519	625	7	9	10	5	4	7	NAN	
NAN	507	611	10	11	5	5	7	6	NAN	
NAN	448	650	16	10	9	5	4	6	NAN	
NAN	512	672	9	6	6	6	9	8	NAN	
NAN	482	649	9	9	11	3	4	5	NAN	
NAN	534	640	7	4	8	0	4	5	NAN	
NAN	486	677	2	5	6	4	7	2	NAN	
NAN	514	666	5	5	5	2	5	5	NAN	
NAN	475	631	8	6	8	6	1	4	NAN	
NAN	494	631	6	12	2	8	4	3	NAN	
NAN	536	704	13	9	9	4	7	6	NAN	
NAN	461	694	8	8	5	5	5	5	NAN	
NAN	459	627	9	5	4	7	6	4	NAN	
NAN	533	649	7	14	6	4	5	4	NAN	
NAN	516	678	7	4	4	4	5	5	NAN	
NAN	468	603	8	8	9	4	6	3	NAN	
NAN	494	654	8	11	8	4	4	12	NAN	
NAN	502	677	7	10	3	6	4	8	NAN	
NAN	491	649	9	8	10	6	4	3	NAN	
NAN	496	671	6	13	5	5	6	5	NAN	
NAN	559	710	8	5	4	4	4	4	NAN	
NAN	461	611	9	11	9	7	3	8	NAN	
NAN	513	664	11	9	6	0	2	6	NAN	
NAN	503	636	7	8	5	7	4	7	NAN	
NAN	533	696	7	8	4	2	5	8	NAN	
NAN	537	705	11	11	4	3	0	7	NAN	
NAN	503	680	8	6	5	8	5	0	NAN	
NAN	514	732	8	7	5	5	3	8	NAN	
NAN	483	721	10	10	7	3	2	3	NAN	
NAN	539	647	7	5	12	3	5	5	NAN	
NAN	519	704	9	10	3	11	5	6	NAN	
NAN	533	717	3	9	7	6	4	8	NAN	
NAN	546	621	5	6	8	8	1	4	NAN	
NAN	565	707	7	11	2	4	4	3	NAN	
NAN	508	668	4	12	6	1	3	8	NAN	
NAN	496	701	7	8	6	8	5	6	NAN	
NAN	523	656	4	8	5	6	1	3	NAN	
NAN	511	610	5	9	7	2	3	5	NAN	
NAN	515	713	10	4	4	2	5	1	NAN	
NAN	512	678	2	10	4	5	2	6	NAN	
NAN	502	656	9	6	6	3	4	2	NAN	
NAN	514	692	6	7	1	5	5	2	NAN	
NAN	479	649	10	3	6	4	5	9	NAN	
NAN	514	740	5	8	2	5	5	3	NAN	
NAN	522	679	2	6	3	7	5	7	NAN	
NAN	490	658	13	6	2	8	4	8	NAN	
NAN	503	698	4	6	5	2	2	5	NAN	
NAN	551	677	6	6	4	5	5	6	NAN	
NAN	510	660	7	3	7	4	4	6	NAN	
NAN	474	648	8	7	3	4	2	7	NAN	
NAN	500	668	3	11	7	4	6	3	NAN	
NAN	469	626	4	7	5	7	6	5	NAN	
NAN	492	641	5	6	5	4	5	4	NAN	
NAN	489	659	2	7	5	5	2	3	NAN	
NAN	533	650	11	6	8	4	7	1	NAN	
NAN	448	629	4	6	3	2	5	4	NAN	
NAN	492	619	7	10	5	6	5	1	NAN	
NAN	449	601	3	8	5	3	5	5	NAN	
NAN	406	580	6	9	4	2	4	3	NAN	
NAN	413	632	6	10	2	5	4	5	NAN	
NAN	427	592	9	5	5	4	2	3	NAN	
NAN	436	570	5	5	5	4	2	4	NAN	
NAN	392	528	7	4	2	2	3	9	NAN	
NAN	348	560	5	7	3	5	2	5	NAN	
NAN	389	530	4	7	3	5	5	2	NAN	
NAN	385	481	5	5	4	2	3	4	NAN	
NAN	362	487	5	8	3	8	3	1	NAN	
NAN	376	483	3	5	5	5	6	6	NAN	
NAN	353	478	5	4	5	5	3	2	NAN	
NAN	357	466	4	7	3	4	3	2	NAN	
NAN	343	444	10	12	3	3	10	4	NAN	
NAN	321	392	5	3	6	7	9	3	NAN	
NAN	298	386	8	4	3	3	4	1	NAN	
NAN	326	382	4	4	4	6	9	4	NAN	
NAN	315	415	4	5	1	2	7	4	NAN	
NAN	273	380	4	9	6	7	7	8	NAN	
NAN	277	363	7	7	3	5	6	7	NAN	
NAN	287	391	2	7	6	6	4	3	NAN	
NAN	232	359	3	3	6	6	5	7	NAN	
NAN	278	385	4	8	3	4	5	5	NAN	
NAN	247	306	5	7	3	3	6	4	NAN	
NAN	274	347	3	2	3	5	2	0	NAN	
NAN	276	345	3	5	2	6	4	6	NAN	
NAN	300	343	5	6	6	4	3	3	NAN	
NAN	242	319	3	3	9	8	5	10	NAN	
NAN	273	314	3	8	5	8	6	6	NAN	
NAN	247	313	7	4	2	4	7	2	NAN	
NAN	266	307	5	8	8	4	9	3	NAN	
NAN	222	311	8	7	5	3	5	3	NAN	
NAN	247	290	3	10	3	2	2	4	NAN	
NAN	225	289	4	4	6	3	5	4	NAN	
NAN	228	281	4	3	1	6	10	3	NAN	
NAN	248	277	7	6	4	4	5	1	NAN	
NAN	227	295	3	5	2	5	2	4	NAN	
NAN	224	275	9	2	11	6	5	0	NAN	
NAN	216	275	5	3	3	3	1	2	NAN	
NAN	216	244	3	5	6	4	5	2	NAN	
NAN	212	293	5	8	4	8	5	3	NAN	
NAN	224	264	8	3	9	3	2	5	NAN	
NAN	217	276	9	6	4	5	3	6	NAN	
NAN	234	291	8	3	4	5	0	2	NAN	
NAN	250	275	8	2	7	2	0	4	NAN	
NAN	232	277	3	2	4	3	5	2	NAN	
NAN	217	255	9	10	3	3	2	6	NAN	
NAN	206	277	3	4	3	5	4	4	NAN	
NAN	203	265	4	2	4	3	6	1	NAN	
NAN	181	249	1	6	7	4	4	3	NAN	
NAN	190	263	2	4	6	4	3	4	NAN	
NAN	186	253	3	6	8	6	3	2	NAN	
NAN	221	256	3	7	9	4	1	3	NAN	
NAN	206	261	3	6	6	3	1	1	NAN	
NAN	178	278	3	9	6	4	2	5	NAN	
NAN	185	234	7	7	6	4	9	4	NAN	
NAN	186	256	3	7	2	2	5	3	NAN	
